full_date,date,weekday,time,mood,activities,scales,note_title,note
2024-02-09,February 9,Friday,20:58,meh,guitar | friends | baking | cooking | doctor | bike | laundry | concert | budgeting | journaling | yoga | commute,Sleep quality: 1/5,,Today was catch-up with an old friend. Looking forward to tomorrow. Started the morning with bit of a struggle with motivation. Trying to keep a steady routine.
2024-02-10,February 10,Saturday,23:14,good,friends | rain | haircut | volunteering | commute,Sleep quality: 3/5,,
2024-02-11,February 11,Sunday,19:57,meh,podcast | sketching | board-games | journaling | hike,Sleep quality: 2/5,,Today was productive stretch of focused work. Hoping next week is calmer. Managed to get through quiet day at home. Overall a decent day.
2024-02-12,February 12,Monday,19:48,meh,commute | sketching | car-maintenance | swim | skydiving | yoga,Sleep quality: 3/5,,Spent most of the day tired but satisfied kind of day. Could have been better honestly. Managed to get through busy day running errands. Grateful for the small things. Spent most of the day quiet day at home. Hoping next week is calmer.
2024-02-13,February 13,Tuesday,23:11,good,laundry | budgeting | nap | museum | gardening | haircut | journaling | coffee | hike | yoga,Sleep quality: 4/5,,Ended up nice evening cooking dinner. Trying to keep a steady routine. Started the morning with long walk that helped clear my head. Trying to keep a steady routine.
2024-02-14,February 14,Wednesday,23:55,good,shopping | budgeting | podcast | tea | doctor | family | coffee | museum | music | yoga,Sleep quality: 2/5,,A pretty busy day running errands. Trying to keep a steady routine. Managed to get through good session at work. Trying to keep a steady routine. Managed to get through long walk that helped clear my head. Hoping next week is calmer.
2024-02-15,February 15,Thursday,03:05,bad,travel | tea | commute | meeting | guitar | work | cooking | doctor | movie | run | yoga,Sleep quality: 3/5,,
2024-02-16,February 16,Friday,20:24,meh,walk | dentist | budgeting | sunny | concert | tea | swim | commute,Sleep quality: 4/5,,Feeling like long walk that helped clear my head. Need more sleep tonight.
2024-02-17,February 17,Saturday,19:14,good,language-practice | sketching | bike | wine | music | call-family | journaling | cleaning | museum | reading | family | yoga,Sleep quality: 5/5,,A pretty bit of a struggle with motivation. Hoping next week is calmer. Managed to get through stressful meeting that ran long. Grateful for the small things.
2024-02-18,February 18,Sunday,22:38,meh,sunny | doctor | budgeting | wine | commute,Sleep quality: 5/5,,Managed to get through productive stretch of focused work. Hoping next week is calmer. Ended up fun night out that lifted my mood. Trying to keep a steady routine. A pretty stressful meeting that ran long. Looking forward to tomorrow.
2024-02-19,February 19,Monday,20:32,good,friends | podcast | gardening | bike | budgeting | yoga | commute,Sleep quality: 3/5,,A pretty tired but satisfied kind of day. Not much else to report.
2024-02-20,February 20,Tuesday,22:10,bad,commute | walk | car-maintenance | shopping | journaling | work | budgeting | volunteering | concert,Sleep quality: 2/5,,Ended up long walk that helped clear my head. Trying to keep a steady routine. Started the morning with bit of a struggle with motivation. Hoping next week is calmer.
2024-02-21,February 21,Wednesday,01:04,good,family | budgeting | groceries | swim | doctor | walk | commute,Sleep quality: 3/5,,
2024-02-22,February 22,Thursday,05:14,good,gym | podcast | car-maintenance | movie | reading | haircut | doctor | party | yoga,Sleep quality: 3/5,,
2024-02-23,February 23,Friday,19:03,meh,travel | sunny | volunteering | wine | podcast | sketching | concert | call-family | meditation | yoga,Sleep quality: 4/5,,Spent most of the day tired but satisfied kind of day. Could have been better honestly. Feeling like tired but satisfied kind of day. Need more sleep tonight.
2024-02-24,February 24,Saturday,23:22,meh,concert | car-maintenance | travel | sunny | haircut | volunteering | doctor | podcast | yoga,Sleep quality: 2/5,,Spent most of the day slow start but it picked up. Hoping next week is calmer.
2024-02-25,February 25,Sunday,20:10,meh,walk | reading | movie | journaling | baking | volunteering | guitar | music | language-practice | travel | commute,Sleep quality: 5/5,,Feeling like stressful meeting that ran long. Overall a decent day. Feeling like relaxing afternoon with a book. Need more sleep tonight. Spent most of the day catch-up with an old friend. Need more sleep tonight.
2024-02-26,February 26,Monday,05:36,good,sketching | baking | rain | date-night | language-practice | gardening | haircut | commute,Sleep quality: 1/5,,Feeling like fun night out that lifted my mood. Need more sleep tonight.
2024-02-27,February 27,Tuesday,20:15,meh,baking | budgeting | guitar | party | walk | yoga | commute,Sleep quality: 4/5,,Started the morning with tired but satisfied kind of day. Not much else to report. Today was fun night out that lifted my mood. Not much else to report.
2024-02-28,February 28,Wednesday,19:29,meh,volunteering | run | journaling | date-night | coffee | music | bike | yoga | commute,Sleep quality: 1/5,,
2024-03-01,March 1,Friday,22:49,meh,board-games | language-practice | guitar | museum | sketching | yoga | commute,Sleep quality: 2/5,,Spent most of the day productive stretch of focused work. Not much else to report. Spent most of the day bit of a struggle with motivation. Need more sleep tonight.
2024-03-02,March 2,Saturday,23:39,meh,yoga | work | guitar | run | journaling | haircut | cooking | gaming,Sleep quality: 5/5,,Ended up busy day running errands. Need more sleep tonight.
2024-03-03,March 3,Sunday,23:56,good,doctor | swim | wine | podcast | museum | yoga | journaling | hike,Sleep quality: 5/5,,
2024-03-04,March 4,Monday,22:52,meh,friends | sketching | rain | wine | swim | yoga | commute,Sleep quality: 2/5,,A pretty fun night out that lifted my mood. Hoping next week is calmer. Today was bit of a struggle with motivation. Could have been better honestly.
2024-03-05,March 5,Tuesday,20:28,bad,podcast | language-practice | cleaning | baking,Sleep quality: 4/5,,
2024-03-06,March 6,Wednesday,23:38,meh,groceries | date-night | journaling | dentist | bike | yoga,Sleep quality: 2/5,,
2024-03-07,March 7,Thursday,21:27,bad,dentist | cleaning | laundry | friends | yoga,Sleep quality: 1/5,,A pretty bit of a struggle with motivation. Trying to keep a steady routine. Started the morning with busy day running errands. Could have been better honestly. Ended up busy day running errands. Need more sleep tonight.
2024-03-08,March 8,Friday,19:06,meh,sunny | guitar | coffee | dentist | friends | movie | party | baking | commute,Sleep quality: 3/5,,
2024-03-09,March 9,Saturday,21:16,good,gardening | groceries | haircut | nap | board-games | baking,Sleep quality: 2/5,,Had a productive stretch of focused work. Could have been better honestly.
2024-03-10,March 10,Sunday,21:01,meh,music | gardening | coffee | yoga | swim | volunteering | dentist | wine | cooking | family | groceries,Sleep quality: 4/5,,
2024-03-11,March 11,Monday,21:09,good,travel | budgeting | movie | dentist | gardening | date-night | volunteering | doctor | gym | yoga | commute,Sleep quality: 5/5,,
2024-03-12,March 12,Tuesday,23:57,good,sunny | swim | groceries | movie | bike | hike | yoga | commute,Sleep quality: 2/5,,Started the morning with catch-up with an old friend. Grateful for the small things.
2024-03-13,March 13,Wednesday,21:02,meh,family | party | laundry | board-games | tea | bike | rain | baking | guitar | doctor | yoga | commute,Sleep quality: 3/5,,A pretty stressful meeting that ran long. Overall a decent day.
2024-03-14,March 14,Thursday,19:48,meh,travel | baking | board-games | cleaning | yoga | podcast | gym,Sleep quality: 4/5,,
2024-03-15,March 15,Friday,19:14,meh,journaling | commute | car-maintenance | groceries | gardening | family | yoga,Sleep quality: 2/5,,
2024-03-16,March 16,Saturday,19:47,good,budgeting | date-night | rain | friends | sketching | yoga | commute,Sleep quality: 4/5,,Today was busy day running errands. Could have been better honestly.
2024-03-17,March 17,Sunday,21:20,good,run | friends | podcast | yoga | walk,Sleep quality: 4/5,,Ended up relaxing afternoon with a book. Hoping next week is calmer. Today was long walk that helped clear my head. Trying to keep a steady routine.
2024-03-18,March 18,Monday,23:30,good,dentist | bike | date-night | baking | reading | sunny | friends | commute,Sleep quality: 1/5,,Managed to get through slow start but it picked up. Looking forward to tomorrow. A pretty catch-up with an old friend. Need more sleep tonight. Feeling like catch-up with an old friend. Grateful for the small things.
2024-03-19,March 19,Tuesday,21:55,good,budgeting | yoga | doctor | gaming,Sleep quality: 5/5,,A pretty relaxing afternoon with a book. Need more sleep tonight. Managed to get through fun night out that lifted my mood. Not much else to report. Ended up good session at work. Looking forward to tomorrow.
2024-03-20,March 20,Wednesday,05:08,bad,museum | date-night | rain | family | nap | yoga | concert | movie | groceries | commute,Sleep quality: 2/5,,Today was productive stretch of focused work. Looking forward to tomorrow. Today was tired but satisfied kind of day. Looking forward to tomorrow. Managed to get through good session at work. Grateful for the small things.
2024-03-21,March 21,Thursday,20:03,good,nap | rain | music | tea | laundry | concert | baking | movie | cooking | sketching | commute,Sleep quality: 4/5,,Started the morning with stressful meeting that ran long. Looking forward to tomorrow. Managed to get through catch-up with an old friend. Need more sleep tonight. A pretty tired but satisfied kind of day. Hoping next week is calmer.
2024-03-22,March 22,Friday,22:09,good,commute | call-family | work | nap | yoga,Sleep quality: 3/5,,
2024-03-23,March 23,Saturday,20:33,good,language-practice | bike | cooking | shopping | commute,Sleep quality: 5/5,,Today was good session at work. Not much else to report. Today was busy day running errands. Need more sleep tonight.
2024-03-24,March 24,Sunday,22:02,meh,tea | run | cleaning | concert | rain | doctor | family | museum | podcast,Sleep quality: 3/5,,Ended up long walk that helped clear my head. Looking forward to tomorrow. Started the morning with catch-up with an old friend. Hoping next week is calmer.
2024-03-25,March 25,Monday,21:16,good,gym | board-games | museum | family | language-practice | budgeting | cooking | guitar | baking | coffee | meditation | yoga | commute,Sleep quality: 4/5,,A pretty good session at work. Grateful for the small things. Managed to get through bit of a struggle with motivation. Need more sleep tonight.
2024-03-26,March 26,Tuesday,20:02,good,board-games | gardening | music | run | doctor | haircut | date-night | yoga | commute,Sleep quality: 1/5,,Ended up productive stretch of focused work. Overall a decent day. Feeling like productive stretch of focused work. Trying to keep a steady routine. Started the morning with good session at work. Overall a decent day.
2024-03-27,March 27,Wednesday,20:19,good,doctor | shopping | guitar | party | gaming | commute,Sleep quality: 5/5,,
2024-03-28,March 28,Thursday,19:03,good,budgeting | sunny | museum | reading | commute,Sleep quality: 1/5,,A pretty fun night out that lifted my mood. Grateful for the small things.
2024-03-30,March 30,Saturday,20:24,good,baking | music | podcast | board-games | concert | movie | travel | cleaning | gym | date-night | hike,Sleep quality: 1/5,,Managed to get through productive stretch of focused work. Hoping next week is calmer. Ended up productive stretch of focused work. Not much else to report. Ended up busy day running errands. Need more sleep tonight.
2024-03-31,March 31,Sunday,23:52,meh,friends | sketching | gardening | shopping | rain | commute,Sleep quality: 4/5,,A pretty fun night out that lifted my mood. Need more sleep tonight. Started the morning with long walk that helped clear my head. Trying to keep a steady routine. Feeling like bit of a struggle with motivation. Grateful for the small things.
2024-04-01,April 1,Monday,20:34,good,cleaning | wine | family | volunteering | gaming | yoga,Sleep quality: 1/5,,Had a busy day running errands. Grateful for the small things. Feeling like productive stretch of focused work. Could have been better honestly. Spent most of the day long walk that helped clear my head. Trying to keep a steady routine.
2024-04-02,April 2,Tuesday,20:13,meh,family | walk | run,Sleep quality: 1/5,,A pretty long walk that helped clear my head. Need more sleep tonight.
2024-04-03,April 3,Wednesday,23:01,good,car-maintenance | tea | call-family | shopping | museum | commute,Sleep quality: 2/5,,Feeling like tired but satisfied kind of day. Could have been better honestly. A pretty slow start but it picked up. Could have been better honestly.
2024-04-04,April 4,Thursday,20:50,meh,car-maintenance | wine | family | nap | yoga | commute,Sleep quality: 3/5,,Managed to get through fun night out that lifted my mood. Trying to keep a steady routine.
2024-04-05,April 5,Friday,20:07,meh,tea | groceries | museum | bike | reading | yoga | commute,Sleep quality: 1/5,,
2024-04-06,April 6,Saturday,22:14,meh,dentist | cooking | concert | board-games | baking | gym | gaming | yoga | commute,Sleep quality: 5/5,,Had a catch-up with an old friend. Hoping next week is calmer.
2024-04-07,April 7,Sunday,21:28,good,groceries | shopping | friends | swim | reading | commute,Sleep quality: 5/5,,
2024-04-08,April 8,Monday,20:29,good,budgeting | dentist | guitar | shopping | gym | yoga | commute,Sleep quality: 5/5,,
2024-04-09,April 9,Tuesday,19:26,good,reading | friends | cleaning | budgeting | swim | sketching | gardening,Sleep quality: 5/5,,Started the morning with quiet day at home. Hoping next week is calmer. Started the morning with good session at work. Need more sleep tonight. Managed to get through bit of a struggle with motivation. Hoping next week is calmer.
2024-04-10,April 10,Wednesday,22:33,good,coffee | work | gym | reading | meditation,Sleep quality: 1/5,,A pretty nice evening cooking dinner. Overall a decent day. Ended up productive stretch of focused work. Not much else to report. Had a bit of a struggle with motivation. Grateful for the small things.
2024-04-11,April 11,Thursday,20:14,rad,journaling | doctor | family | board-games | yoga | commute,Sleep quality: 2/5,,
2024-04-12,April 12,Friday,22:32,bad,museum | cooking | budgeting | swim | party | yoga | commute,Sleep quality: 4/5,,
2024-04-13,April 13,Saturday,22:50,good,laundry | party | sunny | swim | volunteering | podcast | gym | yoga | commute,Sleep quality: 3/5,,Feeling like bit of a struggle with motivation. Hoping next week is calmer.
2024-04-14,April 14,Sunday,22:54,good,coffee | meditation | car-maintenance | cooking | concert | yoga | commute,Sleep quality: 2/5,,Had a quiet day at home. Not much else to report.
2024-04-15,April 15,Monday,20:09,good,music | party | family | groceries | shopping | movie | cooking | yoga | commute,Sleep quality: 1/5,,
2024-04-16,April 16,Tuesday,19:58,meh,groceries | cooking | bike | coffee | board-games | work | language-practice | budgeting | meeting | cleaning | yoga,Sleep quality: 5/5,,Ended up bit of a struggle with motivation. Overall a decent day.
2024-04-17,April 17,Wednesday,23:33,good,board-games | reading | nap | dentist | yoga | commute,Sleep quality: 2/5,,Ended up quiet day at home. Need more sleep tonight. Spent most of the day slow start but it picked up. Trying to keep a steady routine. Started the morning with productive stretch of focused work. Need more sleep tonight.
2024-04-18,April 18,Thursday,20:36,meh,tea | doctor | dentist | sketching | coffee | museum | swim | movie | commute,Sleep quality: 1/5,,Feeling like quiet day at home. Could have been better honestly. Managed to get through nice evening cooking dinner. Overall a decent day. Started the morning with nice evening cooking dinner. Not much else to report.
2024-04-19,April 19,Friday,20:42,good,budgeting | dentist | volunteering | laundry | wine | doctor | travel | commute | call-family | walk | yoga,Sleep quality: 5/5,,
2024-04-20,April 20,Saturday,22:03,good,shopping | rain | board-games | groceries | run | sunny | museum | guitar | yoga | commute,Sleep quality: 4/5,,Spent most of the day busy day running errands. Looking forward to tomorrow. Feeling like fun night out that lifted my mood. Not much else to report. Spent most of the day nice evening cooking dinner. Looking forward to tomorrow.
2024-04-21,April 21,Sunday,19:04,good,sketching | shopping | friends | swim | haircut | guitar | groceries | call-family | wine | work | commute,Sleep quality: 2/5,,Started the morning with quiet day at home. Overall a decent day. Feeling like productive stretch of focused work. Hoping next week is calmer.
2024-04-22,April 22,Monday,01:05,meh,podcast | date-night | friends | car-maintenance | gardening | yoga | commute,Sleep quality: 1/5,,Today was catch-up with an old friend. Overall a decent day.
2024-04-23,April 23,Tuesday,21:50,good,groceries | cooking | run | language-practice | travel | museum | commute,Sleep quality: 5/5,,Spent most of the day tired but satisfied kind of day. Hoping next week is calmer. A pretty productive stretch of focused work. Could have been better honestly. Today was quiet day at home. Not much else to report.
2024-04-24,April 24,Wednesday,21:56,good,volunteering | nap | gardening | shopping,Sleep quality: 4/5,,Spent most of the day stressful meeting that ran long. Not much else to report. Managed to get through productive stretch of focused work. Looking forward to tomorrow.
2024-04-25,April 25,Thursday,03:32,good,friends | movie | music | nap | date-night | laundry | car-maintenance | bike | travel | walk | commute,Sleep quality: 3/5,,Today was fun night out that lifted my mood. Hoping next week is calmer.
2024-04-26,April 26,Friday,20:45,meh,bike | gym | family | friends | yoga,Sleep quality: 3/5,,Spent most of the day good session at work. Could have been better honestly. Today was stressful meeting that ran long. Need more sleep tonight.
2024-04-27,April 27,Saturday,20:41,meh,coffee | call-family | budgeting | cleaning | work | haircut | rain | yoga,Sleep quality: 3/5,,
2024-04-28,April 28,Sunday,20:35,meh,rain | date-night | cleaning | walk | language-practice | commute,Sleep quality: 2/5,,
2024-04-29,April 29,Monday,19:13,good,podcast | dentist | haircut | laundry | cleaning | rain | sunny | car-maintenance | yoga,Sleep quality: 2/5,,
2024-04-30,April 30,Tuesday,20:33,meh,wine | laundry | cleaning | travel | gardening | nap | groceries | yoga,Sleep quality: 3/5,,Had a fun night out that lifted my mood. Not much else to report. Today was relaxing afternoon with a book. Grateful for the small things.
2024-05-01,May 1,Wednesday,19:13,bad,shopping | cleaning | sketching | rain | music | journaling | yoga | commute,Sleep quality: 3/5,,Feeling like good session at work. Hoping next week is calmer.
2024-05-02,May 2,Thursday,23:34,meh,sunny | language-practice | car-maintenance | podcast | friends | commute | date-night | party | laundry,Sleep quality: 1/5,,
2024-05-03,May 3,Friday,23:20,good,guitar | walk | shopping | yoga,Sleep quality: 2/5,,Feeling like fun night out that lifted my mood. Grateful for the small things.
2024-05-04,May 4,Saturday,22:34,bad,commute | gardening | laundry | bike | dentist | music | board-games | walk | budgeting | sunny,Sleep quality: 5/5,,
2024-05-05,May 5,Sunday,21:11,meh,language-practice | yoga | music | cleaning | car-maintenance | commute,Sleep quality: 4/5,,Feeling like productive stretch of focused work. Grateful for the small things.
2024-05-06,May 6,Monday,22:21,good,doctor | reading | podcast | party | meeting | call-family | sunny | bike | cleaning | yoga | commute,Sleep quality: 1/5,,Started the morning with bit of a struggle with motivation. Overall a decent day. Started the morning with catch-up with an old friend. Not much else to report. Spent most of the day stressful meeting that ran long. Looking forward to tomorrow.
2024-05-07,May 7,Tuesday,05:11,good,nap | haircut | laundry | wine | car-maintenance | commute,Sleep quality: 4/5,,A pretty stressful meeting that ran long. Not much else to report. Managed to get through quiet day at home. Looking forward to tomorrow. Started the morning with slow start but it picked up. Could have been better honestly.
2024-05-09,May 9,Thursday,19:11,good,journaling | dentist | coffee | gardening | yoga | commute,Sleep quality: 1/5,,Managed to get through fun night out that lifted my mood. Overall a decent day.
2024-05-10,May 10,Friday,23:06,good,board-games | friends | run | travel | tea | laundry | date-night | meeting | rain | yoga,Sleep quality: 4/5,,Ended up bit of a struggle with motivation. Need more sleep tonight. Feeling like stressful meeting that ran long. Need more sleep tonight. Had a productive stretch of focused work. Grateful for the small things.
2024-05-11,May 11,Saturday,20:17,meh,language-practice | volunteering | sketching | work | car-maintenance | yoga | commute,Sleep quality: 1/5,,Today was busy day running errands. Could have been better honestly.
2024-05-12,May 12,Sunday,19:19,good,board-games | date-night | friends | shopping | concert | budgeting | gym | run | museum | cleaning | hike | yoga | commute,Sleep quality: 2/5,,
2024-05-13,May 13,Monday,03:18,good,volunteering | laundry | friends | cooking | yoga,Sleep quality: 5/5,,Feeling like nice evening cooking dinner. Hoping next week is calmer. Managed to get through slow start but it picked up. Looking forward to tomorrow. Had a nice evening cooking dinner. Overall a decent day.
2024-05-14,May 14,Tuesday,19:09,meh,nap | date-night | sunny | party | haircut | yoga | commute,Sleep quality: 2/5,,Started the morning with busy day running errands. Overall a decent day. Had a quiet day at home. Need more sleep tonight. Today was productive stretch of focused work. Need more sleep tonight.
2024-05-15,May 15,Wednesday,22:06,good,travel | coffee | nap | volunteering | yoga | doctor | gym | run | meditation,Sleep quality: 2/5,,
2024-05-16,May 16,Thursday,23:43,good,gym | dentist | volunteering | run | walk | nap | party | meditation | yoga | commute,Sleep quality: 2/5,,Ended up relaxing afternoon with a book. Not much else to report. Ended up quiet day at home. Grateful for the small things. Spent most of the day quiet day at home. Hoping next week is calmer.
2024-05-17,May 17,Friday,20:41,good,doctor | language-practice | budgeting | work | yoga,Sleep quality: 1/5,,A pretty catch-up with an old friend. Not much else to report. Managed to get through slow start but it picked up. Trying to keep a steady routine. Ended up stressful meeting that ran long. Looking forward to tomorrow.
2024-05-18,May 18,Saturday,02:18,good,run | commute | doctor | friends | guitar | gym | budgeting | yoga,Sleep quality: 1/5,,Ended up nice evening cooking dinner. Overall a decent day. Today was fun night out that lifted my mood. Grateful for the small things.
2024-05-19,May 19,Sunday,21:49,good,call-family | work | coffee | sketching | museum | board-games | yoga | commute,Sleep quality: 4/5,,Had a busy day running errands. Looking forward to tomorrow. Ended up relaxing afternoon with a book. Grateful for the small things. A pretty fun night out that lifted my mood. Looking forward to tomorrow.
2024-05-20,May 20,Monday,23:48,meh,laundry | gym | date-night | language-practice | museum | run | yoga | commute,Sleep quality: 4/5,,
2024-05-21,May 21,Tuesday,21:23,good,meeting | haircut | travel | wine | doctor | sunny | gym | call-family | yoga | commute,Sleep quality: 3/5,,Ended up nice evening cooking dinner. Trying to keep a steady routine. Feeling like long walk that helped clear my head. Trying to keep a steady routine. Started the morning with slow start but it picked up. Trying to keep a steady routine.
2024-05-22,May 22,Wednesday,20:35,meh,gym | wine | sunny | reading | dentist | yoga | language-practice | nap | baking | podcast,Sleep quality: 5/5,,Started the morning with bit of a struggle with motivation. Overall a decent day.
2024-05-23,May 23,Thursday,20:57,meh,call-family | dentist | reading | museum | date-night | nap | coffee,Sleep quality: 1/5,,Started the morning with bit of a struggle with motivation. Trying to keep a steady routine. Started the morning with good session at work. Overall a decent day.
